# Region      : all 
# Cells       : 1
# Volume      : 2.500000e+01
# Time        	max(psi4)	max(psi5)	max(psi6)	max(psi7)	max(psi77)	max(psi777)	max(psi8)	max(psiIN)	max(T)	max(Xc)	max(XH2)	max(X1)	max(X2)	max(X3)	max(X4)	max(X5)	max(X6)	max(X7)	max(X77)	max(X777)	max(X8)	max(pH)	max(Hplus)	max(H2)	max(CO2)	max(amm)	max(CH4)
62            	4.620597e-03	2.126228e-03	3.323691e-02	3.297816e-03	3.335178e-03	6.438434e-03	9.726727e-01	1.030024e+02	3.080000e+02	7.340890e-02	1.586068e-02	7.340699e-04	7.340699e-04	9.175874e-04	3.413932e-02	2.506718e-02	2.633175e-02	1.332705e-02	2.174430e-02	5.117765e-03	7.072764e-03	7.000000e+00	1.000000e-04	1.458333e-04	1.875952e+01	3.000000e-02	1.654291e-01
63            	4.608342e-03	2.119437e-03	3.312173e-02	3.285875e-03	3.322341e-03	6.418548e-03	9.849594e-01	1.030024e+02	3.080000e+02	7.342772e-02	1.590600e-02	7.342585e-04	7.342585e-04	9.178231e-04	3.423676e-02	2.515279e-02	2.640999e-02	1.337339e-02	2.183136e-02	5.132583e-03	7.070156e-03	7.000000e+00	1.000000e-04	1.454075e-04	1.909803e+01	3.000000e-02	1.655621e-01
64            	4.596379e-03	2.112816e-03	3.301072e-02	3.274264e-03	3.309860e-03	6.399204e-03	9.972426e-01	1.030025e+02	3.080000e+02	7.344618e-02	1.595040e-02	7.344434e-04	7.344434e-04	9.180543e-04	3.433243e-02	2.523685e-02	2.648655e-02	1.341882e-02	2.191674e-02	5.147105e-03	7.067778e-03	7.000000e+00	1.000000e-04	1.449944e-04	1.943723e+01	3.000000e-02	1.656918e-01
65            	4.584697e-03	2.106358e-03	3.290357e-02	3.262970e-03	3.297722e-03	6.380382e-03	1.009522e+00	1.030025e+02	3.080000e+02	7.346428e-02	1.599392e-02	7.346249e-04	7.346249e-04	9.182811e-04	3.442638e-02	2.531937e-02	2.656148e-02	1.346335e-02	2.200048e-02	5.161338e-03	7.065625e-03	7.000000e+00	1.000000e-04	1.445935e-04	1.977711e+01	3.000000e-02	1.658185e-01
66            	4.573289e-03	2.100059e-03	3.280004e-02	3.251984e-03	3.285915e-03	6.362066e-03	1.021799e+00	1.030025e+02	3.080000e+02	7.348205e-02	1.603658e-02	7.348028e-04	7.348028e-04	9.185035e-04	3.451863e-02	2.540039e-02	2.663482e-02	1.350701e-02	2.208261e-02	5.175290e-03	7.063691e-03	7.000000e+00	1.000000e-04	1.442040e-04	2.011767e+01	3.000000e-02	1.659425e-01
67            	4.562148e-03	2.093915e-03	3.269987e-02	3.241294e-03	3.274428e-03	6.344237e-03	1.034073e+00	1.030026e+02	3.080000e+02	7.349947e-02	1.607840e-02	7.349774e-04	7.349774e-04	9.187218e-04	3.460921e-02	2.547993e-02	2.670663e-02	1.354981e-02	2.216316e-02	5.188964e-03	7.061973e-03	7.000000e+00	1.000000e-04	1.438255e-04	2.045890e+01	3.000000e-02	1.660637e-01
68            	4.551266e-03	2.087920e-03	3.260287e-02	3.230891e-03	3.263250e-03	6.326879e-03	1.046343e+00	1.030026e+02	3.080000e+02	7.351657e-02	1.611939e-02	7.351488e-04	7.351488e-04	9.189359e-04	3.469815e-02	2.555802e-02	2.677694e-02	1.359178e-02	2.224216e-02	5.202369e-03	7.060464e-03	7.000000e+00	1.000000e-04	1.434574e-04	2.080079e+01	3.000000e-02	1.661825e-01
69            	4.540636e-03	2.082070e-03	3.250885e-02	3.220764e-03	3.252370e-03	6.309978e-03	1.058611e+00	1.030026e+02	3.080000e+02	7.353335e-02	1.615958e-02	7.353169e-04	7.353169e-04	9.191461e-04	3.478549e-02	2.563469e-02	2.684579e-02	1.363293e-02	2.231965e-02	5.215508e-03	7.059162e-03	7.000000e+00	1.000000e-04	1.430992e-04	2.114332e+01	3.000000e-02	1.662990e-01
70            	4.530251e-03	2.076361e-03	3.241765e-02	3.210905e-03	3.241779e-03	6.293517e-03	1.070876e+00	1.030026e+02	3.080000e+02	7.354981e-02	1.619898e-02	7.354818e-04	7.354818e-04	9.193523e-04	3.487125e-02	2.570996e-02	2.691322e-02	1.367327e-02	2.239564e-02	5.228388e-03	7.058061e-03	7.000000e+00	1.000000e-04	1.427506e-04	2.148649e+01	3.000000e-02	1.664132e-01
71            	4.520104e-03	2.070789e-03	3.232914e-02	3.201305e-03	3.231467e-03	6.277483e-03	1.083138e+00	1.030027e+02	3.080000e+02	7.356597e-02	1.623762e-02	7.356437e-04	7.356437e-04	9.195546e-04	3.495545e-02	2.578386e-02	2.697927e-02	1.371282e-02	2.247019e-02	5.241015e-03	7.057157e-03	7.000000e+00	1.000000e-04	1.424111e-04	2.183029e+01	3.000000e-02	1.665254e-01
72            	4.510189e-03	2.065350e-03	3.224317e-02	3.191955e-03	3.221424e-03	6.261862e-03	1.095398e+00	1.030027e+02	3.080000e+02	7.358182e-02	1.627549e-02	7.358025e-04	7.358025e-04	9.197531e-04	3.503814e-02	2.585641e-02	2.704396e-02	1.375161e-02	2.254330e-02	5.253393e-03	7.056447e-03	7.000000e+00	1.000000e-04	1.420805e-04	2.217471e+01	3.000000e-02	1.666357e-01
73            	4.500500e-03	2.060040e-03	3.215965e-02	3.182848e-03	3.211643e-03	6.246640e-03	1.107655e+00	1.030027e+02	3.080000e+02	7.359738e-02	1.631264e-02	7.359584e-04	7.359584e-04	9.199480e-04	3.511933e-02	2.592764e-02	2.710734e-02	1.378963e-02	2.261501e-02	5.265527e-03	7.055926e-03	7.000000e+00	1.000000e-04	1.417583e-04	2.251975e+01	3.000000e-02	1.667441e-01
74            	4.491030e-03	2.054856e-03	3.207845e-02	3.173975e-03	3.202114e-03	6.231805e-03	1.119909e+00	1.030028e+02	3.080000e+02	7.361265e-02	1.634906e-02	7.361113e-04	7.361113e-04	9.201392e-04	3.519906e-02	2.599758e-02	2.716942e-02	1.382692e-02	2.268536e-02	5.277424e-03	7.055590e-03	7.000000e+00	1.000000e-04	1.414444e-04	2.286539e+01	3.000000e-02	1.668508e-01
75            	4.481774e-03	2.049793e-03	3.199948e-02	3.165328e-03	3.192830e-03	6.217345e-03	1.132161e+00	1.030028e+02	3.080000e+02	7.362763e-02	1.638478e-02	7.362615e-04	7.362615e-04	9.203268e-04	3.527734e-02	2.606624e-02	2.723025e-02	1.386348e-02	2.275435e-02	5.289087e-03	7.055437e-03	7.000000e+00	1.000000e-04	1.411383e-04	2.321162e+01	3.000000e-02	1.669558e-01
76            	4.472725e-03	2.044849e-03	3.192265e-02	3.156902e-03	3.183782e-03	6.203249e-03	1.144410e+00	1.030028e+02	3.080000e+02	7.364234e-02	1.641980e-02	7.364088e-04	7.364088e-04	9.205110e-04	3.535421e-02	2.613364e-02	2.728985e-02	1.389934e-02	2.282203e-02	5.300522e-03	7.055462e-03	7.000000e+00	1.000000e-04	1.408399e-04	2.355844e+01	3.000000e-02	1.670593e-01
77            	4.463879e-03	2.040020e-03	3.184788e-02	3.148689e-03	3.174964e-03	6.189504e-03	1.156656e+00	1.030029e+02	3.080000e+02	7.365678e-02	1.645415e-02	7.365534e-04	7.365534e-04	9.206918e-04	3.542970e-02	2.619982e-02	2.734824e-02	1.393450e-02	2.288841e-02	5.311733e-03	7.055663e-03	7.000000e+00	1.000000e-04	1.405488e-04	2.390584e+01	3.000000e-02	1.671614e-01
78            	4.455231e-03	2.035303e-03	3.177510e-02	3.140682e-03	3.166369e-03	6.176100e-03	1.168900e+00	1.030029e+02	3.080000e+02	7.367094e-02	1.648783e-02	7.366954e-04	7.366954e-04	9.208692e-04	3.550382e-02	2.626480e-02	2.740547e-02	1.396897e-02	2.295353e-02	5.322725e-03	7.056035e-03	7.000000e+00	1.000000e-04	1.402649e-04	2.425382e+01	3.000000e-02	1.672621e-01
79            	4.446774e-03	2.030695e-03	3.170422e-02	3.132875e-03	3.157989e-03	6.163028e-03	1.181142e+00	1.030029e+02	3.080000e+02	7.368485e-02	1.652087e-02	7.368347e-04	7.368347e-04	9.210434e-04	3.557660e-02	2.632859e-02	2.746154e-02	1.400278e-02	2.301741e-02	5.333503e-03	7.056576e-03	7.000000e+00	1.000000e-04	1.399880e-04	2.460235e+01	3.000000e-02	1.673615e-01
80            	4.438505e-03	2.026193e-03	3.163518e-02	3.125262e-03	3.149817e-03	6.150276e-03	1.193380e+00	1.030030e+02	3.080000e+02	7.369850e-02	1.655327e-02	7.369715e-04	7.369715e-04	9.212143e-04	3.564806e-02	2.639121e-02	2.751648e-02	1.403593e-02	2.308006e-02	5.344070e-03	7.057283e-03	7.000000e+00	1.000000e-04	1.397177e-04	2.495145e+01	3.000000e-02	1.674597e-01
81            	4.430418e-03	2.021794e-03	3.156793e-02	3.117837e-03	3.141848e-03	6.137836e-03	1.205617e+00	1.030030e+02	3.080000e+02	7.371190e-02	1.658505e-02	7.371057e-04	7.371057e-04	9.213821e-04	3.571824e-02	2.645270e-02	2.757033e-02	1.406844e-02	2.314152e-02	5.354431e-03	7.058152e-03	7.000000e+00	1.000000e-04	1.394539e-04	2.530109e+01	3.000000e-02	1.675567e-01
82            	4.422508e-03	2.017495e-03	3.150239e-02	3.110595e-03	3.134076e-03	6.125698e-03	1.217851e+00	1.030030e+02	3.080000e+02	7.372505e-02	1.661621e-02	7.372375e-04	7.372375e-04	9.215468e-04	3.578715e-02	2.651307e-02	2.762311e-02	1.410033e-02	2.320182e-02	5.364591e-03	7.059181e-03	7.000000e+00	1.000000e-04	1.391964e-04	2.565128e+01	3.000000e-02	1.676526e-01
83            	4.414772e-03	2.013294e-03	3.143851e-02	3.103530e-03	3.126494e-03	6.113854e-03	1.230082e+00	1.030030e+02	3.080000e+02	7.373796e-02	1.664678e-02	7.373668e-04	7.373668e-04	9.217085e-04	3.585481e-02	2.657234e-02	2.767483e-02	1.413160e-02	2.326096e-02	5.374554e-03	7.060366e-03	7.000000e+00	1.000000e-04	1.389451e-04	2.600200e+01	3.000000e-02	1.677476e-01
84            	4.407204e-03	2.009188e-03	3.137624e-02	3.096636e-03	3.119097e-03	6.102294e-03	1.242311e+00	1.030031e+02	3.080000e+02	7.375064e-02	1.667676e-02	7.374938e-04	7.374938e-04	9.218672e-04	3.592126e-02	2.663052e-02	2.772552e-02	1.416226e-02	2.331897e-02	5.384322e-03	7.061706e-03	7.000000e+00	1.000000e-04	1.386997e-04	2.635325e+01	3.000000e-02	1.678415e-01
85            	4.399801e-03	2.005174e-03	3.131552e-02	3.089910e-03	3.111880e-03	6.091012e-03	1.254537e+00	1.030031e+02	3.080000e+02	7.376308e-02	1.670617e-02	7.376184e-04	7.376184e-04	9.220230e-04	3.598650e-02	2.668765e-02	2.777520e-02	1.419234e-02	2.337589e-02	5.393901e-03	7.063198e-03	7.000000e+00	1.000000e-04	1.384601e-04	2.670502e+01	3.000000e-02	1.679346e-01
86            	4.392559e-03	2.001250e-03	3.125631e-02	3.083345e-03	3.104837e-03	6.079997e-03	1.266760e+00	1.030031e+02	3.080000e+02	7.377529e-02	1.673502e-02	7.377408e-04	7.377408e-04	9.221760e-04	3.605057e-02	2.674374e-02	2.782389e-02	1.422183e-02	2.343172e-02	5.403295e-03	7.064838e-03	7.000000e+00	1.000000e-04	1.382260e-04	2.705731e+01	3.000000e-02	1.680268e-01
87            	4.385472e-03	1.997414e-03	3.119857e-02	3.076938e-03	3.097963e-03	6.069245e-03	1.278981e+00	1.030032e+02	3.080000e+02	7.378728e-02	1.676331e-02	7.378609e-04	7.378609e-04	9.223261e-04	3.611348e-02	2.679881e-02	2.787162e-02	1.425076e-02	2.348649e-02	5.412506e-03	7.066625e-03	7.000000e+00	1.000000e-04	1.379974e-04	2.741010e+01	3.000000e-02	1.681182e-01
88            	4.378538e-03	1.993664e-03	3.114224e-02	3.070683e-03	3.091254e-03	6.058745e-03	1.291200e+00	1.030032e+02	3.080000e+02	7.379905e-02	1.679107e-02	7.379789e-04	7.379789e-04	9.224736e-04	3.617525e-02	2.685287e-02	2.791841e-02	1.427913e-02	2.354021e-02	5.421539e-03	7.068556e-03	7.000000e+00	1.000000e-04	1.377742e-04	2.776339e+01	3.000000e-02	1.682089e-01
89            	4.371753e-03	1.989997e-03	3.108728e-02	3.064577e-03	3.084705e-03	6.048493e-03	1.303415e+00	1.030032e+02	3.080000e+02	7.381061e-02	1.681829e-02	7.380946e-04	7.380946e-04	9.226183e-04	3.623591e-02	2.690595e-02	2.796427e-02	1.430695e-02	2.359292e-02	5.430397e-03	7.070629e-03	7.000000e+00	1.000000e-04	1.375560e-04	2.811718e+01	3.000000e-02	1.682988e-01
90            	4.365113e-03	1.986410e-03	3.103366e-02	3.058616e-03	3.078310e-03	6.038480e-03	1.315629e+00	1.030033e+02	3.080000e+02	7.382196e-02	1.684500e-02	7.382083e-04	7.382083e-04	9.227604e-04	3.629547e-02	2.695806e-02	2.800922e-02	1.433424e-02	2.364463e-02	5.439085e-03	7.072841e-03	7.000000e+00	1.000000e-04	1.373429e-04	2.847146e+01	3.000000e-02	1.683881e-01
91            	4.358615e-03	1.982903e-03	3.098132e-02	3.052794e-03	3.072067e-03	6.028701e-03	1.327839e+00	1.030033e+02	3.080000e+02	7.383310e-02	1.687119e-02	7.383199e-04	7.383199e-04	9.228999e-04	3.635396e-02	2.700923e-02	2.805329e-02	1.436100e-02	2.369535e-02	5.447604e-03	7.075190e-03	7.000000e+00	1.000000e-04	1.371346e-04	2.882622e+01	3.000000e-02	1.684768e-01
92            	4.352254e-03	1.979473e-03	3.093025e-02	3.047109e-03	3.065970e-03	6.019148e-03	1.340047e+00	1.030033e+02	3.080000e+02	7.384404e-02	1.689689e-02	7.384295e-04	7.384295e-04	9.230369e-04	3.641140e-02	2.705946e-02	2.809649e-02	1.438725e-02	2.374511e-02	5.455959e-03	7.077675e-03	7.000000e+00	1.000000e-04	1.369311e-04	2.918146e+01	3.000000e-02	1.685649e-01
93            	4.346029e-03	1.976118e-03	3.088039e-02	3.041557e-03	3.060016e-03	6.009816e-03	1.352252e+00	1.030033e+02	3.080000e+02	7.385478e-02	1.692210e-02	7.385371e-04	7.385371e-04	9.231714e-04	3.646779e-02	2.710878e-02	2.813884e-02	1.441300e-02	2.379393e-02	5.464152e-03	7.080292e-03	7.000000e+00	1.000000e-04	1.367322e-04	2.953717e+01	3.000000e-02	1.686525e-01
94            	4.339935e-03	1.972836e-03	3.083172e-02	3.036134e-03	3.054200e-03	6.000698e-03	1.364455e+00	1.030034e+02	3.080000e+02	7.386532e-02	1.694683e-02	7.386428e-04	7.386428e-04	9.233034e-04	3.652318e-02	2.715720e-02	2.818035e-02	1.443825e-02	2.384183e-02	5.472188e-03	7.083041e-03	7.000000e+00	1.000000e-04	1.365378e-04	2.989335e+01	3.000000e-02	1.687396e-01
95            	4.333969e-03	1.969625e-03	3.078420e-02	3.030836e-03	3.048520e-03	5.991790e-03	1.376654e+00	1.030034e+02	3.080000e+02	7.387568e-02	1.697108e-02	7.387465e-04	7.387465e-04	9.234331e-04	3.657756e-02	2.720474e-02	2.822105e-02	1.446302e-02	2.388881e-02	5.480069e-03	7.085919e-03	7.000000e+00	1.000000e-04	1.363477e-04	3.024999e+01	3.000000e-02	1.688262e-01
96            	4.328129e-03	1.966484e-03	3.073780e-02	3.025660e-03	3.042970e-03	5.983085e-03	1.388852e+00	1.030034e+02	3.080000e+02	7.388584e-02	1.699488e-02	7.388483e-04	7.388483e-04	9.235604e-04	3.663096e-02	2.725141e-02	2.826095e-02	1.448732e-02	2.393491e-02	5.487799e-03	7.088924e-03	7.000000e+00	1.000000e-04	1.361619e-04	3.060708e+01	3.000000e-02	1.689124e-01
97            	4.322412e-03	1.963411e-03	3.069248e-02	3.020603e-03	3.037549e-03	5.974578e-03	1.401046e+00	1.030035e+02	3.080000e+02	7.389583e-02	1.701823e-02	7.389484e-04	7.389484e-04	9.236855e-04	3.668339e-02	2.729723e-02	2.830007e-02	1.451115e-02	2.398013e-02	5.495380e-03	7.092054e-03	7.000000e+00	1.000000e-04	1.359803e-04	3.096462e+01	3.000000e-02	1.689982e-01
98            	4.316813e-03	1.960403e-03	3.064822e-02	3.015662e-03	3.032251e-03	5.966263e-03	1.413237e+00	1.030035e+02	3.080000e+02	7.390563e-02	1.704113e-02	7.390466e-04	7.390466e-04	9.238082e-04	3.673489e-02	2.734222e-02	2.833842e-02	1.453452e-02	2.402449e-02	5.502815e-03	7.095308e-03	7.000000e+00	1.000000e-04	1.358027e-04	3.132260e+01	3.000000e-02	1.690836e-01
99            	4.311332e-03	1.957461e-03	3.060499e-02	3.010833e-03	3.027075e-03	5.958137e-03	1.425426e+00	1.030035e+02	3.080000e+02	7.391526e-02	1.706360e-02	7.391430e-04	7.391430e-04	9.239288e-04	3.678545e-02	2.738639e-02	2.837602e-02	1.455745e-02	2.406802e-02	5.510107e-03	7.098683e-03	7.000000e+00	1.000000e-04	1.356290e-04	3.168102e+01	3.000000e-02	1.691686e-01
100           	4.305964e-03	1.954581e-03	3.056277e-02	3.006114e-03	3.022016e-03	5.950193e-03	1.437612e+00	1.030036e+02	3.080000e+02	7.392471e-02	1.708565e-02	7.392377e-04	7.392377e-04	9.240472e-04	3.683510e-02	2.742976e-02	2.841289e-02	1.457994e-02	2.411072e-02	5.517259e-03	7.102179e-03	7.000000e+00	1.000000e-04	1.354592e-04	3.203988e+01	3.000000e-02	1.692534e-01
